university,AGRICULTURAL SCIENCES,BIOLOGY & BIOCHEMISTRY,CHEMISTRY,CLINICAL MEDICINE,COMPUTER SCIENCE,ECONOMICS & BUSINESS,ENGINEERING,ENVIRONMENT ECOLOGY,GEOSCIENCES,IMMUNOLOGY,MATERIALS SCIENCE,MATHEMATICS,MICROBIOLOGY,MOLECULAR BIOLOGY & GENETICS,MULTIDISCIPLINARY,NEUROSCIENCE & BEHAVIOR,PHARMACOLOGY & TOXICOLOGY,PHYSICS,PLANT & ANIMAL SCIENCE,PSYCHIATRY PSYCHOLOGY,"SOCIAL SCIENCES, GENERAL",SPACE SCIENCE
ALTOONA CENTER FOR CLINICAL RESEARCH,,,,6430.0,,,,,,,,,,,,,,,,,,
ALZAHRA UNIVERSITY,,,1146.0,,,,2471.0,,,,,,,,,,,,,,,
ALZHEIMER SCOTLAND DEMENTIA RES CTR,,,,5598.0,,,,,,,,,,,,,,,,,,
ALZHEIMER'S ASSOCIATION,,,,,,,,,,,,,,,,688.0,,,,,,
ALZHEIMERS DRUG DISCOVERY FDN,,,,,,,,,,,,,,,,,,,,,2406.0,
ALZOHAILI MED CONSULTANTS,,,,4777.0,,,,,,,,,,,,,,,,,,
AMANG RODRIGUEZ MED CTR,,,,4777.0,,,,,,,,,,,,,,,,,,
AMAZON.COM,,,,,,,2558.0,,,,,,,,,,,,,,,
AMB CIRCOLO MICOL GIOVANNI CARINI,,,,,,,,,,,,,,,,,,,1791.0,,,
AMB GRP MICOL FORLIVESE ANTONIO CICOGNANI,,,,,,,,,,,,,,,,,,,1757.0,,,
AMBO UNIVERSITY,,,,3138.0,,,,,,,,,,,,,,,,,,
AMBRY GENET,,,,5169.0,,,,,,,,,,,,,,,,,,
AMBULANCE VICTORIA,,,,5514.0,,,,,,,,,,,,,,,,,,
AMER COLL MED GENET & GENOM,,,,5329.0,,,,,,,,,,,,,,,,,,
AMER COLL OBSTETRICIANS & GYNECOLOGISTS,,,,5217.0,,,,,,,,,,,,,,,,,,
AMER COLL RHEUMATOL,,,,3221.0,,,,,,,,,,,,,,,,,,
AMER GERIATR SOC,,,,,,,,,,,,,,,,,,,,,1860.0,
AMER HEART ASSOC,,,,1797.0,,,,,,,,,,,,,,,,,,
AMER HIP INST,,,,5371.0,,,,,,,,,,,,,,,,,,
AMER JOINT COMM CANC,,,,5817.0,,,,,,,,,,,,,,,,,,
AMER SOC PARENTERAL & ENTERAL NUTR,,,,6561.0,,,,,,,,,,,,,,,,,,
AMER SOC REPROD MED,,,,6007.0,,,,,,,,,,,,,,,,,,
AMER UROL ASSOC EDUC & RES INC,,,,4516.0,,,,,,,,,,,,,,,,,,
AMERICAN ACADEMY OF PEDIATRICS,,,,4419.0,,,,,,,,,,,,,,,,,,
AMERICAN CANCER SOCIETY,,,,199.0,,,,,,,,,,,,,,,,,646.0,
AMERICAN COLLEGE OF CARDIOLOGY,,,,4164.0,,,,,,,,,,,,,,,,,,
AMERICAN COLLEGE OF PHYSICIANS,,,,3032.0,,,,,,,,,,,,,,,,,,
AMERICAN COLLEGE OF RADIOLOGY,,,,3968.0,,,,,,,,,,,,,,,,,,
AMERICAN COLLEGE OF SURGEONS,,,,2939.0,,,,,,,,,,,,,,,,,,
AMERICAN DIABETES ASSOCIATION,,,,4225.0,,,,,,,,,,,,,,,,,,
AMERICAN INSTITUTES FOR RESEARCH,,,,,,,,,,,,,,,,,,,,1063.0,999.0,
AMERICAN MEDICAL ASSOCIATION,,,,3394.0,,,,,,,,,,,,,,,,,,
AMERICAN MUSEUM OF NATURAL HISTORY (AMNH),,,,,,,,719.0,841.0,,,,,1093.0,,,,,599.0,,1375.0,
AMERICAN RED CROSS,,1622.0,,5400.0,,,,,,,,,,,,,,,,,,
AMERICAN SOCIETY OF CLINICAL ONCOLOGY,,,,1336.0,,,,,,,,,,,,,,,,,,
AMERICAN UNIVERSITY,,,,6543.0,,393.0,,,,,,,,,,,,607.0,,1098.0,433.0,
AMERICAN UNIVERSITY CAIRO,,,2035.0,,,,2077.0,,,,,,,,,,,,,,,
AMERICAN UNIVERSITY OF BEIRUT,,,1892.0,369.0,,,1284.0,1668.0,,693.0,,,,,,,898.0,,,1055.0,411.0,
AMERICAN UNIVERSITY OF RAS AL KHAIMAH,,,,,,,2082.0,,,,,,,,,,,,,,,
AMERICAN UNIVERSITY OF SHARJAH,,,,6188.0,,,997.0,,,,,,,,,,,,,,1710.0,
AMERICAN UNIVERSITY OF THE MIDDLE EAST,,,,,,,1871.0,,,,,,,,,,,,,,,
AMERIKAN HOSPITAL,,,,5954.0,,,,,,,,,,,,,,,,,,
AMES NATIONAL LABORATORY,,,1000.0,,,,,,,,715.0,,,,,,,851.0,,,,
AMGEN,,994.0,1810.0,987.0,,,,,,794.0,,,,,,,425.0,,,,,
AMGEN EUROPE,,,,5801.0,,,,,,,,,,,,,,,,,,
AMGEN LIMITED,,,,5431.0,,,,,,,,,,,,,,,,,,
AMGEN RESEARCH MUNICH GMBH,,,,5558.0,,,,,,,,,,,,,,,,,,
AMINU KANO TEACHING HOSP,,,,4021.0,,,,,,,,,,,,,,,,,,
AMIRKABIR UNIVERSITY OF TECHNOLOGY,,1302.0,477.0,2338.0,214.0,,136.0,1521.0,780.0,,292.0,239.0,,,,,,,,,2353.0,
AMITY UNIV RAJASTHAN,,,,2734.0,,,,,,,,,,,,,,,,,,
AMITY UNIVERSITY NOIDA,,1374.0,1694.0,3189.0,,,1407.0,1944.0,,,1439.0,,,,,,1068.0,,1113.0,,,
AMMAN ARAB UNIV,,,,,772.0,,2016.0,,,,,,,,,,,,,,,
AMOL UNIVERSITY OF SPECIAL MODERN TECHNOLOGIES - IRAN,,,,,,,1885.0,,,,,,,,,,,,,,,
AMPHIA HOSPITAL,,,,1364.0,,,,,,1112.0,,,,,,,,,,,,
AMRITA VISHWA VIDYAPEETHAM,,,1872.0,2129.0,,,1237.0,,,,1167.0,,,,,,,,,,,
AMRITA VISHWA VIDYAPEETHAM COIMBATORE,,,,,,,1704.0,,,,,,,,,,,,,,,
AMRITA VISHWA VIDYAPEETHAM KOCHI,,,,2555.0,,,,,,,,,,,,,,,,,,
AMSTERDAM UNIV APPL SCI,,,,4437.0,,,,,,,,,,,,,,,,,1592.0,
AMSTERDAM UNIV MED CTR,,,,1668.0,,,,,,,,,,,,,,,,,,
AN NAJAH NATIONAL UNIVERSITY,,,,1248.0,,,2489.0,,,,,,,,,,,,,,1594.0,
ANACONDA INC,,709.0,,,,,,,,,,,,,,,,,,,,
ANADOLU UNIVERSITY,,,1589.0,,,,1740.0,,,,,,,,,,1114.0,,,,1563.0,
"ANALOG DEVICES, INC.",,,,,,,2556.0,,,,,,,,,,,,,,,
ANALYSIS GROUP INC.,,,,3882.0,,,,,,,,,,,,,,,,,,
ANANTHAPURI HOSP & RES INST,,,,2936.0,,,,,,,,,,,,,,,,,,
ANDES CLIN CARDIOMETAB STUDIES,,,,3628.0,,,,,,,,,,,,,,,,,,
ANDREWS UNIVERSITY,,,,,,,,,,,,,,,,,,629.0,,,,
ANEURIN BEVAN UNIV HLTH BOARD,,,,5543.0,,,,,,,,,,,,,,,,,,
ANGELES CLINIC & RESEARCH INSTITUTE,,,,1607.0,,,,,,,,,,,,,,,,,,
ANGIOGENESIS FDN,,,,6727.0,,,,,,,,,,,,,,,,,,
ANGKOR HOSP CHILDREN,,,,4622.0,,,,,,,,,,,,,,,,,,
ANGLIA RUSKIN UNIVERSITY,,,,867.0,,,,1333.0,,,,,,,,,,,,496.0,969.0,
ANHUI ACADEMY OF AGRICULTURAL SCIENCES,713.0,,,,,,,,,,,,,,,,,,1055.0,,,
ANHUI AGRICULTURAL UNIVERSITY,114.0,1169.0,1109.0,,,,1620.0,1042.0,,,,,,,,,,,229.0,,,
"ANHUI INSTITUTE OF OPTICS & FINE MECHANICS (AIOFM), CAS",,,,,,,,,967.0,,,,,,,,,,,,,
ANHUI JIANZHU UNIVERSITY,,,1772.0,,,,1553.0,,,,,,,,,,,,,,,
ANHUI MEDICAL UNIVERSITY,,555.0,1629.0,626.0,,,,1034.0,,362.0,1060.0,,710.0,481.0,,597.0,122.0,,,736.0,1425.0,
ANHUI NORMAL UNIVERSITY,,,497.0,,,,1614.0,1703.0,,,836.0,,,,,,,,1808.0,,2000.0,
ANHUI POLYTECHNIC UNIVERSITY,,,1529.0,,,,1057.0,,,,1035.0,,,,,,,,,,,
ANHUI PROV HOSP,,,,3792.0,,,,,,,,,,,,,,,,,,
ANHUI SCIENCE & TECHNOLOGY UNIVERSITY,,,,,,,,,,,,,,,,,,,1928.0,,,
ANHUI UNIVERSITY,,1366.0,319.0,6323.0,145.0,,390.0,1308.0,1034.0,,293.0,284.0,,,,,,853.0,,,1852.0,
ANHUI UNIVERSITY OF CHINESE MEDICINE,,,,4253.0,,,,,,,,,,,,,379.0,,,,,
ANHUI UNIVERSITY OF FINANCE & ECONOMICS,,,,,,,1345.0,1666.0,,,,,,,,,,,,,912.0,
ANHUI UNIVERSITY OF SCIENCE & TECHNOLOGY,,,1188.0,,,,733.0,1345.0,963.0,,871.0,,,,,,,,,,,
ANHUI UNIVERSITY OF TECHNOLOGY,,,905.0,,735.0,,541.0,,,,429.0,,,,,,,,,,,
ANIMAL & PLANT HEALTH AGENCY UK,,,,,,,,,,,,,601.0,,,,,,1179.0,,,
ANIMAL & PLANT QUARANTINE AGENCY,,,,,,,,,,,,,,,,,,,1413.0,,,
ANIMAL HEALTH RESEARCH INSTITUTE (AHRI),,,,,,,,,,,,,,,,,,,1392.0,,,
ANIMAL HEALTH TRUST,,,,,,,,,,,,,,,,,,,1412.0,,,
ANJO KOSEI HOSP,,,,4059.0,,,,,,,,,,,,,,,,,,
ANKARA ATATURK TRAINING & RESEARCH HOSPITAL,,,,5350.0,,,,,,,,,,,,,,,,,,
ANKARA NUMUNE TRAINING & RESEARCH HOSPITAL,,,,2927.0,,,,,,,,,,,,,,,,,,
ANKARA TRAINING & RESEARCH HOSPITAL,,,,6737.0,,,,,,,,,,,,,,,,,,
ANKARA UNIVERSITY,515.0,1624.0,1183.0,1014.0,,,2015.0,1833.0,,783.0,,,,,,,713.0,543.0,1072.0,1109.0,1746.0,
ANKARA YILDIRIM BEYAZIT UNIVERSITY,,,,2649.0,,,2165.0,,,,,,,,,,,,,,,
ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,,1248.0,,383.0,,,,,,489.0,,,,535.0,,892.0,,,,1093.0,1503.0,
ANNA UNIVERSITY,,1051.0,808.0,,312.0,,335.0,1029.0,,,540.0,,,,,,,,,,,
ANNA UNIVERSITY CHENNAI,,,1049.0,,466.0,,445.0,1274.0,,,671.0,,,,,,,,,,,
ANNA UNIVERSITY OF TECHNOLOGY COIMBATORE,,,,,,,2611.0,,,,,,,,,,,,,,,
ANNALS INTERNAL MED,,,,6275.0,,,,,,,,,,,,,,,,,,
ANNAMALAI UNIVERSITY,,,1732.0,,,,1787.0,1641.0,,,,,,,,,874.0,,,,,
ANQING NORMAL UNIVERSITY,,,,,,,2485.0,,,,,,,,,,,,,,,
"ANSYS, INC.",,,,,,,2733.0,,,,,,,,,,,,,,,
ANTALYA TRAINING & RESEARCH HOSPITAL,,,,4597.0,,,,,,,,,,,,,,,,,,
ANTARCTIC CLIMATE & ECOSYSTEMS COOPERATIVE RESEARCH CENTRE (ACE CRC),,,,,,,,1728.0,659.0,,,,,,,,,,,,,
ANTHEA HOSP,,,,3870.0,,,,,,,,,,,,,,,,,,
"ANTICANCER, INC.",,,,6132.0,,,,,,,,,,,,,,,,,,
ANTON DE KOM UNIVERSITEIT VAN SURINAME,,,,5750.0,,,,,,,,,,,,,,,,,,
ANTON PANNEKOEK INST,,729.0,,,,,,,,,,,,,,,,,,,,
ANTONI VAN LEEUWENHOEK HOSP,,,,3878.0,,,,,,,,,,,,,,,,,,
ANTONI VAN LEEUWENHOEK ZIEKENHUIS,,,,5888.0,,,,,,,,,,,,,,,,,,
ANTONIO CARDARELLI HOSPITAL,,,,2674.0,,,,,,,,,,,,,,,,,,
ANYANG MUNICIPAL CTR DIS CONTROL & PREVENT,,,,6363.0,,,,,,,,,,,,,,,,,,
ANYANG NORMAL UNIVERSITY,,,1425.0,,,,,,,,1533.0,,,,,,,,,,,
ANZAC RESEARCH INSTITUTE,,,,4030.0,,,,,,,,,,,,,,,,,,
AO FOUNDATION,,,,4140.0,,,,,,,,,,,,,,,,,,
AOU POLICLINICO GAETANO MARTINO,,,,2298.0,,,,,,,,,,,,,,,,,,
AOU SAN GIOVANNI BATTISTA-MOLINETTE,,,,1229.0,,,,,,,,,,,,,,,,,,
AP BADIA DEL VALLES,,,,4777.0,,,,,,,,,,,,,,,,,,
APDP,,,,4355.0,,,,,,,,,,,,,,,,,,
APEX MED RES,,,,4543.0,,,,,,,,,,,,,,,,,,
APOLLO HOSP,,,,3486.0,,,,,,,,,,,,,,,,,,
APPALACHIAN STATE UNIVERSITY,,,,5635.0,,,,,856.0,,,,,,,,,,,,904.0,
APPLE INC,,,,,,,2703.0,,,,,,,,,,,,,,,
APPLIED SCIENCE UNIVERSITY - JORDAN,,,,,,,2251.0,,,,,,,,,,,,,,,
"ARAB ACADEMY FOR SCIENCE, TECHNOLOGY & MARITIME TRANSPORT",,,,,,,1234.0,,,,,,,,,,,,,,,
ARABIAN GULF UNIVERSITY,,,,997.0,,,,,,,,,,,,,,,,,2366.0,
ARAK UNIV MED SCI,,,,1001.0,,,,,,,,,,,,,,,,,,
ARAK UNIV MED SCI & HLTH AFFAIRS,,,,4009.0,,,,,,,,,,,,,,,,,,
ARAK UNIV TECHNOL,,,,,,,2713.0,,,,,,,,,,,,,,,
ARAK UNIVERSITY,,,1718.0,,,,1970.0,,,,,,,,,,,,1818.0,,,
ARAVIND EYE CARE SYST,,,,6094.0,,,,,,,,,,,,,,,,,,
ARAVIND EYE HOSP,,,,5702.0,,,,,,,,,,,,,,,,,,
ARBA MINCH UNIVERSITY,,,,1064.0,,,,,,,,,,,,,,,,,,
ARBAMINCH COLL HLTH SCI,,,,5512.0,,,,,,,,,,,,,,,,,,
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,,,,3868.0,,,,,,,,,,,,,,,,,,
ARBUZOV INSTITUTE OF ORGANIC & PHYSICAL CHEMISTRY,,,1236.0,,,,,,,,,,,,,,,,,,,
ARC CENTRE OF EXCELLENCE FOR CHILDREN & FAMILIES OVER THE LIFE COURSE,,,,3354.0,,,,,,,,,,,,,,,,,,
ARC CENTRE OF EXCELLENCE FOR CLIMATE SYSTEM SCIENCE,,,,,,,,1653.0,490.0,,,,,,,,,,,,,
ARC CENTRE OF EXCELLENCE FOR CORAL REEF STUDIES,,,,,,,,707.0,,,,,,,,,,,806.0,,2165.0,
ARC CENTRE OF EXCELLENCE FOR ELECTROMATERIALS SCIENCE,,,1640.0,,,,,,,,813.0,,,,,,,,,,,
ARC CENTRE OF EXCELLENCE IN PLANT ENERGY BIOLOGY,,,,,,,,,,,,,,,,,,,1147.0,,,
ARCADIA UNIV,,,,6018.0,,,,,,,,,,,,,,,,,,
ARCISPEDALE SANT'ANNA,,,,1234.0,,,,,,,,,,,,,,,,,,
ARDABIL UNIVERSITY OF MEDICAL SCIENCES,,,,2291.0,,,,,,,,,,,,,1280.0,,,,,
AREA ENDOCRINOL,,,,4777.0,,,,,,,,,,,,,,,,,,
AREEO,616.0,,,,,,1856.0,1957.0,,,,,,,,,,,826.0,,,
ARGENTINE SOC MED,,,,1527.0,,,,,,,,,,,,,,,,,2227.0,
ARID AGRICULTURE UNIVERSITY,667.0,,,,,,,1380.0,,,,,,,,,,,1025.0,,,
ARIEL UNIVERSITY,,,2118.0,4102.0,,,2415.0,,,,,,,,,,,,,492.0,1176.0,
ARISTOTLE UNIVERSITY OF THESSALONIKI,262.0,703.0,584.0,430.0,296.0,,376.0,459.0,537.0,802.0,1158.0,,686.0,,,598.0,252.0,458.0,452.0,762.0,689.0,
ARIZONA CENTER CANCER CARE,,,,6731.0,,,,,,,,,,,,,,,,,,
ARIZONA LIVER HLTH,,,,6084.0,,,,,,,,,,,,,,,,,,
ARIZONA STATE UNIVERSITY-DOWNTOWN PHOENIX,,,,2216.0,,,,,,,,,,,,,,,,1002.0,313.0,
ARKANSAS CHILDREN'S HOSPITAL,,,,2903.0,,,,,,,,,,,,,,,,,,
ARKANSAS PRIMARY CARE CLIN,,,,4777.0,,,,,,,,,,,,,,,,,,
ARKANSAS STATE UNIVERSITY,,,,2642.0,,,,,,,,,,,,,,,,,,
ARMED FORCES HOSP,,,,6744.0,,,,,,,,,,,,,,,,,,
ARMED FORCES RESEARCH INSTITUTE OF MEDICAL SCIENCE (AFRIMS),,,,6048.0,,,,,,,,,,,,,,,,,,
ARMY ENGINEERING UNIVERSITY OF PLA,,,,,252.0,,594.0,,,,1308.0,,,,,,,,,,,
ARMY MEDICAL UNIVERSITY,,472.0,1247.0,618.0,,,,,,417.0,803.0,,603.0,338.0,,379.0,373.0,,,1091.0,,
ARQ PSYCHOTRAUMA EXPERT GROUP,,,,,,,,,,,,,,,,,,,,971.0,,
ARRAY BIOPHARMA,,,,6041.0,,,,,,,,,,,,,,,,,,
ARS NORTE,,,,6112.0,,,,,,,,,,,,,,,,,,
ARSI UNIV,,,,5966.0,,,,,,,,,,,,,,,,,,
ARTHRITIS RESEARCH CANADA,,,,1624.0,,,,,,,,,,,,,,,,,,
ARTHUR RYLAH INSTITUTE FOR ENVIRONMENTAL RESEARCH (ARI),,,,,,,,1427.0,,,,,,,,,,,1871.0,,,
ARTS ET METIERS INSTITUTE OF TECHNOLOGY,,,,,,,761.0,,,,839.0,,,,,,,,,,,
ARUP,,,,,,,2480.0,,,,,,,,,,,,,,,
ARUP LABORATORIES,,,,2029.0,,,,,,,,,,,,,,,,,,
ASAHI GEN HOSP,,,,6129.0,,,,,,,,,,,,,,,,,,
ASAHI UNIVERSITY,,,,5578.0,,,,,,,,,,,,,,,,,,
ASAHIKAWA MEDICAL COLLEGE,,,,2630.0,,,,,,,,,,,,,,,,,,
ASAN MEDICAL CENTER,,902.0,,255.0,,,,,,744.0,,,,639.0,,741.0,980.0,,,,,
ASBESTOS DISEASES RESEARCH INSTITUTE,,,,1484.0,,,,,,,,,,,,,,,,,,
ASFENDIYAROV KAZAKH NATIONAL MEDICAL UNIVERSITY,,,,1466.0,,,,,,,,,,,,,,,,,,
ASIA UNIVERSITY TAIWAN,800.0,1350.0,1785.0,1621.0,225.0,,776.0,1102.0,,,1555.0,,,971.0,,,689.0,,,,1015.0,
ASIAN INST GASTROENTEROL,,,,4353.0,,,,,,,,,,,,,,,,,,
ASIAN INSTITUTE OF TECHNOLOGY,1153.0,,,,,,2259.0,1253.0,,,,,,,,,,,,,1770.0,
ASIAN LIVER CTR,,,,6383.0,,,,,,,,,,,,,,,,,,
ASKLEPIOS FACHKLINIKEN MUNCHEN GAUTING,,,,5505.0,,,,,,,,,,,,,,,,,,
ASKLEPIOS KLINIK ALTONA,,,,3495.0,,,,,,,,,,,,,,,,,,
ASKLEPIOS KLINIK ST. GEORG,,,,1602.0,,,,,,,,,,,,,,,,,,
ASKLEPIOS LUNG CLIN,,,,6552.0,,,,,,,,,,,,,,,,,,
ASPETAR ORTHOPAEDIC & SPORTS MEDICINE HOSPITAL,,,,2007.0,,,,,,,,,,,,,,,,,,
ASPETE - SCHOOL OF PEDAGOGICAL & TECHNOLOGICAL EDUCATION,,,,,,,2460.0,,,,,,,,,,,,,,,
ASPIRE ACADEMY FOR SPORTS EXCELLENCE,,,,6313.0,,,,,,,,,,,,,,,,,,
ASSISTANCE PUBLIQUE-HOPITAUX DE MARSEILLE,,1176.0,,324.0,,,,,,340.0,,,372.0,995.0,,224.0,697.0,,,818.0,1456.0,
ASSIUT UNIVERSITY,628.0,1172.0,614.0,2270.0,,,600.0,1248.0,,,674.0,,,,,,406.0,,719.0,,,
ASSMANN STIFTUNG PRAVENT,,,,6735.0,,,,,,,,,,,,,,,,,,
ASSOC CALABRESE EPATOL,,,,3384.0,,,,,,,,,,,,,,,,,,
ASSOC IVOIRIENNE BIEN ETRE FAMILIAL,,,,2737.0,,,,,,,,,,,,,,,,,,
ASSOC OBRAS SOCIAIS IRMA DULCE,,,,3869.0,,,,,,,,,,,,,,,,,,
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,,,,6713.0,,,,,,,,,,,,,,,,,,
ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY,,,,,,,,,,,,,,,,,,,,,,16.0
ASSOCIAZIONE NAZIONALE MEDICI CARDIOLOGI OSPEDALIERI (ANMCO),,,,2380.0,,,,,,,,,,,,,,,,,,
ASST BERGAMO OVEST,,,,5992.0,,,,,,,,,,,,,,,,,,
ASST CREMONA,,,,5626.0,,,,,,,,,,,,,,,,,,
ASST DEI SETTE LAGHI,,,,2839.0,,,,,,,,,,,,,,,,,,
ASST FATEBENEFRATELLI SACCO,,,,5243.0,,,,,,,,,,,,,,,,,,
ASST GAETANO PINI CTO,,,,5398.0,,,,,,,,,,,,,,,,,,
ASST GRANDE OSPED METROPOLITANO NIGUARDA,,,,2982.0,,,,,,,,,,,,,,,,,,
ASST MONZA,,,,6212.0,,,,,,,,,,,,,,,,,,
ASST PAPA GIOVANNI XXIII,,,,545.0,,,,,,1130.0,,,,,,,,,,,,
ASSUTA HOSP,,,,2092.0,,,,,,,,,,,,,,,,,,
ASSUTA MED CTR,,,,5066.0,,,,,,,,,,,,,,,,,,
ASTELLAS PHARMACEUTICALS,,,,2468.0,,,,,,,,,,,,,657.0,,,,,
ASTHMA BHAWAN,,,,2113.0,,,,,,,,,,,,,,,,,,
ASTRAZENECA,,298.0,507.0,330.0,,,,,,247.0,,,,416.0,,814.0,30.0,,,,,
ASWAN FAC MED,,,,3022.0,,,,,,,,,,,,,,,,,,
ASWAN UNIVERSITY,,,,2592.0,,,675.0,,,,,,,,,,,,1765.0,,,
AT STILL UNIV,,,,6264.0,,,,,,,,,,,,,,,,,,
AT&T,,,,,,,2642.0,,,,,,,,,,,,,,,
ATATURK UNIVERSITY,443.0,856.0,1237.0,2725.0,,,1371.0,1621.0,,,1042.0,,,,,,449.0,,1035.0,,1790.0,
ATENCIO PRIMARIA DE MALLORCA,,,,3700.0,,,,,,,,,,,,,,,,,,
ATENCIO PRIMARIA DE MENORCA,,,,3879.0,,,,,,,,,,,,,,,,,,
ATENEO DE MANILA UNIVERSITY,,,,2193.0,,,,,,,,,,,,,,,,,,
ATENEO SCH MED & PUBL HLTH,,,,4292.0,,,,,,,,,,,,,,,,,,
ATHABASCA UNIVERSITY,,,,,,,,,,,,,,,,,,,,,2022.0,
ATHENS UNIVERSITY OF ECONOMICS & BUSINESS,,,,,,501.0,,,,,,,,,,,,,,,,
ATILIM UNIVERSITY,,,,,,,1980.0,,,,,,,,,,,,,,,
ATLANTA CLIN RES CTR,,,,3139.0,,,,,,,,,,,,,,,,,,
ATLANTA DIABET ASSOCIATES,,,,5591.0,,,,,,,,,,,,,,,,,,
ATLANTA HEART SPECIALISTS LLC,,,,5915.0,,,,,,,,,,,,,,,,,,
ATLANTA VA HEALTH CARE SYSTEM,,,,1408.0,,,,,,886.0,,,,,,951.0,,,,1070.0,1813.0,
ATLANTA VA MEDICAL CENTER,,,,2641.0,,,,,,,,,,,,,,,,,2183.0,
ATLANTIC CLIN TRIALS LLC,,,,4576.0,,,,,,,,,,,,,,,,,,
ATLANTIC HEALTH SYSTEM,,,,2047.0,,,,,,,,,,,,,,,,,,
ATLANTIC OCEANOGRAPHIC & METEOROLOGICAL LABORATORY (AOML),,,,,,,,,442.0,,,,,,,,,,1459.0,,,
ATLANTIC TECHNOLOGICAL UNIVERSITY (ATU),,,,,,,2505.0,1805.0,,,,,,,,,,,,,,
ATMOSPHERIC & ENVIRONMENTAL RESEARCH,,,,,,,,,789.0,,,,,,,,,,,,,
ATRIUM HLTH,,,,2056.0,,,,,,,,,,,,,,,,,,
ATRIUM MEDICAL CENTER,,,,2233.0,,,,,,,,,,,,,,,,,,
ATTITUS EDUCACAO,,,,,,,,987.0,1154.0,,,,,,,,,,1003.0,,,
AUBURN UNIVERSITY,495.0,710.0,903.0,3185.0,520.0,290.0,622.0,486.0,462.0,,740.0,,769.0,,,,911.0,,187.0,334.0,587.0,
AUBURN UNIVERSITY SYSTEM,495.0,710.0,902.0,3183.0,520.0,290.0,622.0,485.0,462.0,,740.0,,769.0,,,,911.0,,187.0,334.0,587.0,
AUCKLAND CITY HOSPITAL,,,,845.0,,,,,,,,,,,,,,,,,,
AUCKLAND DISTRICT HEALTH BOARD,,,,3180.0,,,,,,,,,,,,,,,,,,
AUCKLAND UNIVERSITY OF TECHNOLOGY,,,,655.0,,378.0,1265.0,1774.0,,,,,,,,450.0,,,1602.0,940.0,470.0,
AUDENCIA,,,,,,384.0,,,,,,,,,,,,,,,1223.0,
AUDIE L. MURPHY MEMORIAL VETERANS HOSPITAL,,,,1991.0,,,,,,830.0,,,,,,,,,,721.0,,
AUGUSTA UNIVERSITY,,656.0,,650.0,,,,,,426.0,,,,696.0,,579.0,644.0,,,751.0,1277.0,
AURORA ST LUKES MED CTR,,,,5307.0,,,,,,,,,,,,,,,,,,
AURUM INST,,,,6630.0,,,,,,,,,,,,,,,,,,
AUSL DELLA ROMAGNA,,,,2536.0,,,,,,,,,,,,,,,,,,
AUSL DI BOLOGNA,,,,1818.0,,,,,,,,,,,,1192.0,,,,,,
AUSTIN RESEARCH INSTITUTE,,,,661.0,,,,,,727.0,,,,,,417.0,,,,,,
AUSTRAL UNIVERSITY,,,,3016.0,,,,,,,,,,,,,,,,,,
AUSTRALIAN & NEW ZEALAND INTENSIVE CARE SOCIETY,,,,6392.0,,,,,,,,,,,,,,,,,,
AUSTRALIAN & NEW ZEALAND UROGENITAL & PROSTATE CANCER TRIALS GROUP,,,,6478.0,,,,,,,,,,,,,,,,,,
AUSTRALIAN ANTARCTIC DIVISION,,,,,,,,1076.0,854.0,,,,,,,,,,1796.0,,,
AUSTRALIAN BUR STAT,,,,4195.0,,,,,,,,,,,,,,,,,,
AUSTRALIAN CATHOLIC UNIVERSITY - BRISBANE CAMPUS,,,,5364.0,,,,,,,,,,,,,,,,,2320.0,
AUSTRALIAN CATHOLIC UNIVERSITY - MELBOURNE CAMPUS,,,,3545.0,,,,,,,,,,,,,,,,1017.0,,
AUSTRALIAN CATHOLIC UNIVERSITY - STRATHFIELD CAMPUS,,,,,,,,,,,,,,,,,,,,789.0,1723.0,
AUSTRALIAN CENTRE FOR ADVANCED PHOTOVOLTAICS,,,,,,,1233.0,,,,1414.0,,,,,,,,,,,
AUSTRALIAN CENTRE FOR ROBOTIC VISION,,,,,,,2370.0,,,,,,,,,,,,,,,
AUSTRALIAN DEFENSE FORCE ACADEMY,,,,,,,2751.0,,,,,,,,,,,,,,,
AUSTRALIAN INSTITUTE FOR MUSCULOSKELETAL SCIENCE,,,,4132.0,,,,,,,,,,,,,,,,,,
AUSTRALIAN INSTITUTE OF MARINE SCIENCE,,,,,,,,419.0,914.0,,,,659.0,,,,,,568.0,,,
AUSTRALIAN INSTITUTE OF SPORT,,,,2795.0,,,,,,,,,,,,,,,,,,
AUSTRALIAN MARITIME COLLEGE,,,,,,,1755.0,,,,,,,,,,,,,,,
AUSTRALIAN MUSEUM,,,,,,,,1452.0,,,,,,,,,,,1009.0,,,
AUSTRALIAN NUCLEAR SCIENCE & TECHNOLOGY ORGANISATION,,647.0,1150.0,,,,2447.0,1932.0,785.0,,722.0,,,,,,,,,,,
AUSTRALIAN RED CROSS BLOOD SERVICE,,,,6198.0,,,,,,,,,,,,,,,,,,
